"workerid","rt","trial_type","story","trial_num","target","missing","condition","planet","frequency","treatment","query","distribution","category","response","unit"
89,76952,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","A325",NA,"compound","make the animals alert","accidental","wugs",0.16,"animals"
89,76952,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","A325",NA,"compound","make the animals alert","accidental","wugs",0.16,"animals"
89,76952,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","A325",NA,"compound","make the animals alert","accidental","wugs",0.13,"animals"
89,76952,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","A325",NA,"compound","make the animals alert","accidental","wugs",0.15,"animals"
90,64257,"prior_and_posterior","alert",0,"makes the animals alert",4,"speaker","Q681",20,"compound","make the animals alert","rare","zorbs",0,"animals"
91,101186,"prior_and_posterior","alert",0,"makes the animals alert",1,"speaker","Z142",20,"compound","make the animals alert","accidental","javs",1,"animals"
92,65788,"prior_and_posterior","alert",0,"makes the animals alert",9,"speaker","A325",20,"compound","make the animals alert","rare","reesles",1,"animals"
93,187472,"prior_and_posterior","alert",0,"makes the animals alert",7,"prior","Q681",NA,"compound","make the animals alert","prevalent","kazzes",0.64,"animals"
93,187472,"prior_and_posterior","alert",0,"makes the animals alert",7,"prior","Q681",NA,"compound","make the animals alert","prevalent","kazzes",0.56,"animals"
93,187472,"prior_and_posterior","alert",0,"makes the animals alert",7,"prior","Q681",NA,"compound","make the animals alert","prevalent","kazzes",0.76,"animals"
93,187472,"prior_and_posterior","alert",0,"makes the animals alert",7,"prior","Q681",NA,"compound","make the animals alert","prevalent","kazzes",0.83,"animals"
94,84962,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","X137",NA,"compound","make the animals alert","accidental","crullets",0.06,"animals"
94,84962,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","X137",NA,"compound","make the animals alert","accidental","crullets",0.08,"animals"
94,84962,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","X137",NA,"compound","make the animals alert","accidental","crullets",0.07,"animals"
94,84962,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","X137",NA,"compound","make the animals alert","accidental","crullets",0.09,"animals"
95,111790,"prior_and_posterior","alert",0,"makes the animals alert",7,"prior","Q681",NA,"compound","make the animals alert","accidental","mooks",0.07,"animals"
95,111790,"prior_and_posterior","alert",0,"makes the animals alert",7,"prior","Q681",NA,"compound","make the animals alert","accidental","mooks",0.07,"animals"
95,111790,"prior_and_posterior","alert",0,"makes the animals alert",7,"prior","Q681",NA,"compound","make the animals alert","accidental","mooks",0.07,"animals"
95,111790,"prior_and_posterior","alert",0,"makes the animals alert",7,"prior","Q681",NA,"compound","make the animals alert","accidental","mooks",0.07,"animals"
96,83995,"prior_and_posterior","alert",0,"makes the animals alert",7,"speaker","A325",20,"compound","make the animals alert","rare","sapers",0,"animals"
97,12884,"prior_and_posterior","alert",0,"makes the animals alert",5,"prior","Q681",NA,"compound","make the animals alert","rare","taifels",0.3,"animals"
97,12884,"prior_and_posterior","alert",0,"makes the animals alert",5,"prior","Q681",NA,"compound","make the animals alert","rare","taifels",0.46,"animals"
97,12884,"prior_and_posterior","alert",0,"makes the animals alert",5,"prior","Q681",NA,"compound","make the animals alert","rare","taifels",0.54,"animals"
97,12884,"prior_and_posterior","alert",0,"makes the animals alert",5,"prior","Q681",NA,"compound","make the animals alert","rare","taifels",0.34,"animals"
98,64728,"prior_and_posterior","alert",0,"makes the animals alert",7,"speaker","Q681",20,"compound","make the animals alert","accidental","glippets",1,"animals"
99,150194,"prior_and_posterior","alert",0,"makes the animals alert",4,"speaker","Q681",20,"compound","make the animals alert","accidental","morseths",1,"animals"
100,83825,"prior_and_posterior","alert",0,"makes the animals alert",4,"speaker","Z142",20,"compound","make the animals alert","accidental","luzaks",0,"animals"
101,169893,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",3,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","taifels",0.06,"animals&quotechar hair"
101,169893,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",3,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","taifels",0.08,"animals&quotechar hair"
101,169893,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",3,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","taifels",0.06,"animals&quotechar hair"
101,169893,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",3,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","taifels",0.1,"animals&quotechar hair"
102,80460,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","kweps",0.14,"animals&quotechar hair"
102,80460,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","kweps",0.01,"animals&quotechar hair"
102,80460,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","kweps",0.01,"animals&quotechar hair"
102,80460,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","kweps",0,"animals&quotechar hair"
103,170977,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","A325",NA,"compound","make the animals&quotechar hair brown","rare","elleps",0.19,"animals&quotechar hair"
103,170977,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","A325",NA,"compound","make the animals&quotechar hair brown","rare","elleps",0.02,"animals&quotechar hair"
103,170977,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","A325",NA,"compound","make the animals&quotechar hair brown","rare","elleps",0.03,"animals&quotechar hair"
103,170977,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","A325",NA,"compound","make the animals&quotechar hair brown","rare","elleps",0.44,"animals&quotechar hair"
104,83328,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",1,"speaker","X137",20,"compound","make the animals&quotechar hair brown","accidental","reesles",1,"animals&quotechar hair"
105,37187,"prior_and_posterior","salivate",0,"makes the animals salivate",6,"speaker","X137",20,"compound","make the animals salivate","rare","javs",1,"animals"
106,93352,"prior_and_posterior","salivate",0,"makes the animals salivate",8,"speaker","Z142",20,"compound","make the animals salivate","rare","elleps",1,"animals"
107,61062,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"speaker","Z142",20,"compound","make the animals&quotechar hair brown","rare","blins",0,"animals&quotechar hair"
108,73845,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","A325",NA,"compound","make the animals alert","rare","crullets",0,"animals"
108,73845,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","A325",NA,"compound","make the animals alert","rare","crullets",0,"animals"
108,73845,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","A325",NA,"compound","make the animals alert","rare","crullets",0,"animals"
108,73845,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","A325",NA,"compound","make the animals alert","rare","crullets",0,"animals"
109,203576,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","X137",NA,"compound","make the animals alert","accidental","daiths",0.14,"animals"
109,203576,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","X137",NA,"compound","make the animals alert","accidental","daiths",0.19,"animals"
109,203576,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","X137",NA,"compound","make the animals alert","accidental","daiths",0.23,"animals"
109,203576,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","X137",NA,"compound","make the animals alert","accidental","daiths",0.15,"animals"
110,32918,"prior_and_posterior","alert",0,"makes the animals alert",3,"speaker","Z142",20,"compound","make the animals alert","rare","sapers",1,"animals"
111,203960,"prior_and_posterior","alert",0,"makes the animals alert",3,"prior","Z142",NA,"compound","make the animals alert","accidental","crullets",0.09,"animals"
111,203960,"prior_and_posterior","alert",0,"makes the animals alert",3,"prior","Z142",NA,"compound","make the animals alert","accidental","crullets",0.21,"animals"
111,203960,"prior_and_posterior","alert",0,"makes the animals alert",3,"prior","Z142",NA,"compound","make the animals alert","accidental","crullets",0.1,"animals"
111,203960,"prior_and_posterior","alert",0,"makes the animals alert",3,"prior","Z142",NA,"compound","make the animals alert","accidental","crullets",0.31,"animals"
112,92254,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",7,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","accidental","glippets",0.08,"animals&quotechar hair"
112,92254,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",7,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","accidental","glippets",0.17,"animals&quotechar hair"
112,92254,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",7,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","accidental","glippets",0.25,"animals&quotechar hair"
112,92254,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",7,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","accidental","glippets",0,"animals&quotechar hair"
113,23863,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",3,"speaker","X137",20,"compound","make the animals&quotechar hair brown","rare","crullets",0,"animals&quotechar hair"
114,58262,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"speaker","A325",20,"compound","make the animals&quotechar hair brown","rare","mooks",1,"animals&quotechar hair"
115,79071,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",1,"speaker","Q681",20,"compound","make the animals&quotechar hair brown","rare","luzaks",1,"animals&quotechar hair"
116,75782,"prior_and_posterior","salivate",0,"makes the animals salivate",4,"speaker","X137",20,"compound","make the animals salivate","rare","stups",1,"animals"
117,92210,"prior_and_posterior","alert",0,"makes the animals alert",2,"speaker","A325",20,"compound","make the animals alert","accidental","grinks",1,"animals"
118,86721,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","X137",NA,"compound","make the animals alert","accidental","stups",0.07,"animals"
118,86721,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","X137",NA,"compound","make the animals alert","accidental","stups",0.08,"animals"
118,86721,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","X137",NA,"compound","make the animals alert","accidental","stups",0.07,"animals"
118,86721,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","X137",NA,"compound","make the animals alert","accidental","stups",0.06,"animals"
119,48865,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","X137",NA,"compound","make the animals alert","rare","reesles",0.02,"animals"
119,48865,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","X137",NA,"compound","make the animals alert","rare","reesles",0.02,"animals"
119,48865,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","X137",NA,"compound","make the animals alert","rare","reesles",0.15,"animals"
119,48865,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","X137",NA,"compound","make the animals alert","rare","reesles",0.04,"animals"
120,145427,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","X137",NA,"compound","make the animals alert","accidental","sapers",0.07,"animals"
120,145427,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","X137",NA,"compound","make the animals alert","accidental","sapers",0.07,"animals"
120,145427,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","X137",NA,"compound","make the animals alert","accidental","sapers",0.08,"animals"
120,145427,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","X137",NA,"compound","make the animals alert","accidental","sapers",0.04,"animals"
121,41375,"prior_and_posterior","alert",0,"makes the animals alert",1,"prior","Z142",NA,"compound","make the animals alert","accidental","kazzes",0.12,"animals"
121,41375,"prior_and_posterior","alert",0,"makes the animals alert",1,"prior","Z142",NA,"compound","make the animals alert","accidental","kazzes",0.12,"animals"
121,41375,"prior_and_posterior","alert",0,"makes the animals alert",1,"prior","Z142",NA,"compound","make the animals alert","accidental","kazzes",0.06,"animals"
121,41375,"prior_and_posterior","alert",0,"makes the animals alert",1,"prior","Z142",NA,"compound","make the animals alert","accidental","kazzes",0.06,"animals"
122,132565,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",4,"speaker","Z142",20,"compound","make the animals&quotechar hair brown","accidental","zorbs",1,"animals&quotechar hair"
123,116502,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","Q681",NA,"compound","make the animals&quotechar hair brown","rare","zoovs",0,"animals&quotechar hair"
123,116502,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","Q681",NA,"compound","make the animals&quotechar hair brown","rare","zoovs",0.1,"animals&quotechar hair"
123,116502,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","Q681",NA,"compound","make the animals&quotechar hair brown","rare","zoovs",0.03,"animals&quotechar hair"
123,116502,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","Q681",NA,"compound","make the animals&quotechar hair brown","rare","zoovs",0.03,"animals&quotechar hair"
124,94168,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",2,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","morseths",0.06,"animals&quotechar hair"
124,94168,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",2,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","morseths",0.12,"animals&quotechar hair"
124,94168,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",2,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","morseths",0.07,"animals&quotechar hair"
124,94168,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",2,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","morseths",0.08,"animals&quotechar hair"
125,165347,"prior_and_posterior","salivate",0,"makes the animals salivate",3,"prior","X137",NA,"compound","make the animals salivate","accidental","trufts",0.11,"animals"
125,165347,"prior_and_posterior","salivate",0,"makes the animals salivate",3,"prior","X137",NA,"compound","make the animals salivate","accidental","trufts",0.06,"animals"
125,165347,"prior_and_posterior","salivate",0,"makes the animals salivate",3,"prior","X137",NA,"compound","make the animals salivate","accidental","trufts",0.08,"animals"
125,165347,"prior_and_posterior","salivate",0,"makes the animals salivate",3,"prior","X137",NA,"compound","make the animals salivate","accidental","trufts",0.05,"animals"
126,48525,"prior_and_posterior","alert",0,"makes the animals alert",4,"prior","Z142",NA,"compound","make the animals alert","accidental","zoovs",0.12,"animals"
126,48525,"prior_and_posterior","alert",0,"makes the animals alert",4,"prior","Z142",NA,"compound","make the animals alert","accidental","zoovs",0.19,"animals"
126,48525,"prior_and_posterior","alert",0,"makes the animals alert",4,"prior","Z142",NA,"compound","make the animals alert","accidental","zoovs",0.12,"animals"
126,48525,"prior_and_posterior","alert",0,"makes the animals alert",4,"prior","Z142",NA,"compound","make the animals alert","accidental","zoovs",0.09,"animals"
127,98696,"prior_and_posterior","alert",0,"makes the animals alert",1,"speaker","X137",20,"compound","make the animals alert","accidental","glippets",1,"animals"
128,85795,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",1,"speaker","Q681",20,"compound","make the animals&quotechar hair brown","rare","mooks",1,"animals&quotechar hair"
129,123629,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",1,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","stups",0,"animals&quotechar hair"
129,123629,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",1,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","stups",0,"animals&quotechar hair"
129,123629,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",1,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","stups",0.04,"animals&quotechar hair"
129,123629,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",1,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","stups",0.01,"animals&quotechar hair"
130,180058,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",9,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","luzaks",0,"animals&quotechar hair"
130,180058,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",9,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","luzaks",0.27,"animals&quotechar hair"
130,180058,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",9,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","luzaks",0,"animals&quotechar hair"
130,180058,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",9,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","luzaks",0,"animals&quotechar hair"
131,121250,"prior_and_posterior","salivate",0,"makes the animals salivate",1,"speaker","A325",20,"compound","make the animals salivate","accidental","reesles",1,"animals"
132,48221,"prior_and_posterior","salivate",0,"makes the animals salivate",9,"prior","Z142",NA,"compound","make the animals salivate","accidental","daiths",0.12,"animals"
132,48221,"prior_and_posterior","salivate",0,"makes the animals salivate",9,"prior","Z142",NA,"compound","make the animals salivate","accidental","daiths",0.16,"animals"
132,48221,"prior_and_posterior","salivate",0,"makes the animals salivate",9,"prior","Z142",NA,"compound","make the animals salivate","accidental","daiths",0.06,"animals"
132,48221,"prior_and_posterior","salivate",0,"makes the animals salivate",9,"prior","Z142",NA,"compound","make the animals salivate","accidental","daiths",0.11,"animals"
133,100633,"prior_and_posterior","salivate",0,"makes the animals salivate",1,"prior","Q681",NA,"compound","make the animals salivate","accidental","dorbs",0.15,"animals"
133,100633,"prior_and_posterior","salivate",0,"makes the animals salivate",1,"prior","Q681",NA,"compound","make the animals salivate","accidental","dorbs",0.29,"animals"
133,100633,"prior_and_posterior","salivate",0,"makes the animals salivate",1,"prior","Q681",NA,"compound","make the animals salivate","accidental","dorbs",0.16,"animals"
133,100633,"prior_and_posterior","salivate",0,"makes the animals salivate",1,"prior","Q681",NA,"compound","make the animals salivate","accidental","dorbs",0.18,"animals"
134,177268,"prior_and_posterior","salivate",0,"makes the animals salivate",5,"speaker","X137",20,"compound","make the animals salivate","accidental","kazzes",1,"animals"
135,110313,"prior_and_posterior","alert",0,"makes the animals alert",5,"speaker","Z142",20,"compound","make the animals alert","accidental","luzaks",1,"animals"
136,88440,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","A325",NA,"compound","make the animals alert","rare","frams",0,"animals"
136,88440,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","A325",NA,"compound","make the animals alert","rare","frams",0,"animals"
136,88440,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","A325",NA,"compound","make the animals alert","rare","frams",0,"animals"
136,88440,"prior_and_posterior","alert",0,"makes the animals alert",6,"prior","A325",NA,"compound","make the animals alert","rare","frams",0,"animals"
137,11824,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","Q681",NA,"compound","make the animals&quotechar hair brown","rare","kazzes",0.16,"animals&quotechar hair"
137,11824,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","Q681",NA,"compound","make the animals&quotechar hair brown","rare","kazzes",0.25,"animals&quotechar hair"
137,11824,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","Q681",NA,"compound","make the animals&quotechar hair brown","rare","kazzes",0.35,"animals&quotechar hair"
137,11824,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",8,"prior","Q681",NA,"compound","make the animals&quotechar hair brown","rare","kazzes",0.51,"animals&quotechar hair"
138,65927,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","blins",0,"animals&quotechar hair"
138,65927,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","blins",0,"animals&quotechar hair"
138,65927,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","blins",0,"animals&quotechar hair"
138,65927,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","blins",0,"animals&quotechar hair"
139,99423,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",6,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","plovs",0,"animals&quotechar hair"
139,99423,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",6,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","plovs",0.16,"animals&quotechar hair"
139,99423,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",6,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","plovs",0,"animals&quotechar hair"
139,99423,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",6,"prior","X137",NA,"compound","make the animals&quotechar hair brown","rare","plovs",0,"animals&quotechar hair"
140,110791,"prior_and_posterior","salivate",0,"makes the animals salivate",6,"prior","Q681",NA,"compound","make the animals salivate","rare","thups",0,"animals"
140,110791,"prior_and_posterior","salivate",0,"makes the animals salivate",6,"prior","Q681",NA,"compound","make the animals salivate","rare","thups",0,"animals"
140,110791,"prior_and_posterior","salivate",0,"makes the animals salivate",6,"prior","Q681",NA,"compound","make the animals salivate","rare","thups",0,"animals"
140,110791,"prior_and_posterior","salivate",0,"makes the animals salivate",6,"prior","Q681",NA,"compound","make the animals salivate","rare","thups",0,"animals"
141,81553,"prior_and_posterior","salivate",0,"makes the animals salivate",9,"speaker","X137",20,"compound","make the animals salivate","rare","feps",1,"animals"
142,91491,"prior_and_posterior","salivate",0,"makes the animals salivate",4,"prior","Z142",NA,"compound","make the animals salivate","accidental","frams",0.17,"animals"
142,91491,"prior_and_posterior","salivate",0,"makes the animals salivate",4,"prior","Z142",NA,"compound","make the animals salivate","accidental","frams",0.1,"animals"
142,91491,"prior_and_posterior","salivate",0,"makes the animals salivate",4,"prior","Z142",NA,"compound","make the animals salivate","accidental","frams",0.2,"animals"
142,91491,"prior_and_posterior","salivate",0,"makes the animals salivate",4,"prior","Z142",NA,"compound","make the animals salivate","accidental","frams",0.21,"animals"
143,98035,"prior_and_posterior","salivate",0,"makes the animals salivate",3,"prior","Q681",NA,"compound","make the animals salivate","rare","kazzes",0,"animals"
143,98035,"prior_and_posterior","salivate",0,"makes the animals salivate",3,"prior","Q681",NA,"compound","make the animals salivate","rare","kazzes",0,"animals"
143,98035,"prior_and_posterior","salivate",0,"makes the animals salivate",3,"prior","Q681",NA,"compound","make the animals salivate","rare","kazzes",0,"animals"
143,98035,"prior_and_posterior","salivate",0,"makes the animals salivate",3,"prior","Q681",NA,"compound","make the animals salivate","rare","kazzes",0.14,"animals"
144,188350,"prior_and_posterior","alert",0,"makes the animals alert",4,"prior","Z142",NA,"compound","make the animals alert","rare","morseths",0.1,"animals"
144,188350,"prior_and_posterior","alert",0,"makes the animals alert",4,"prior","Z142",NA,"compound","make the animals alert","rare","morseths",0,"animals"
144,188350,"prior_and_posterior","alert",0,"makes the animals alert",4,"prior","Z142",NA,"compound","make the animals alert","rare","morseths",0,"animals"
144,188350,"prior_and_posterior","alert",0,"makes the animals alert",4,"prior","Z142",NA,"compound","make the animals alert","rare","morseths",0,"animals"
145,124809,"prior_and_posterior","alert",0,"makes the animals alert",3,"prior","Q681",NA,"compound","make the animals alert","rare","daiths",0,"animals"
145,124809,"prior_and_posterior","alert",0,"makes the animals alert",3,"prior","Q681",NA,"compound","make the animals alert","rare","daiths",0,"animals"
145,124809,"prior_and_posterior","alert",0,"makes the animals alert",3,"prior","Q681",NA,"compound","make the animals alert","rare","daiths",0,"animals"
145,124809,"prior_and_posterior","alert",0,"makes the animals alert",3,"prior","Q681",NA,"compound","make the animals alert","rare","daiths",0,"animals"
146,87045,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","Q681",NA,"compound","make the animals alert","accidental","wugs",0.16,"animals"
146,87045,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","Q681",NA,"compound","make the animals alert","accidental","wugs",0.16,"animals"
146,87045,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","Q681",NA,"compound","make the animals alert","accidental","wugs",0.08,"animals"
146,87045,"prior_and_posterior","alert",0,"makes the animals alert",9,"prior","Q681",NA,"compound","make the animals alert","accidental","wugs",0.08,"animals"
147,39147,"prior_and_posterior","salivate",0,"makes the animals salivate",2,"prior","A325",NA,"compound","make the animals salivate","accidental","grinks",0.17,"animals"
147,39147,"prior_and_posterior","salivate",0,"makes the animals salivate",2,"prior","A325",NA,"compound","make the animals salivate","accidental","grinks",0.08,"animals"
147,39147,"prior_and_posterior","salivate",0,"makes the animals salivate",2,"prior","A325",NA,"compound","make the animals salivate","accidental","grinks",0.14,"animals"
147,39147,"prior_and_posterior","salivate",0,"makes the animals salivate",2,"prior","A325",NA,"compound","make the animals salivate","accidental","grinks",0.1,"animals"
148,75534,"prior_and_posterior","salivate",0,"makes the animals salivate",2,"prior","X137",NA,"compound","make the animals salivate","rare","ollers",NA,"animals"
148,75534,"prior_and_posterior","salivate",0,"makes the animals salivate",2,"prior","X137",NA,"compound","make the animals salivate","rare","ollers",NA,"animals"
148,75534,"prior_and_posterior","salivate",0,"makes the animals salivate",2,"prior","X137",NA,"compound","make the animals salivate","rare","ollers",0.05,"animals"
149,128351,"prior_and_posterior","salivate",0,"makes the animals salivate",5,"prior","Z142",NA,"compound","make the animals salivate","rare","reesles",0.17,"animals"
149,128351,"prior_and_posterior","salivate",0,"makes the animals salivate",5,"prior","Z142",NA,"compound","make the animals salivate","rare","reesles",0.03,"animals"
149,128351,"prior_and_posterior","salivate",0,"makes the animals salivate",5,"prior","Z142",NA,"compound","make the animals salivate","rare","reesles",0.13,"animals"
149,128351,"prior_and_posterior","salivate",0,"makes the animals salivate",5,"prior","Z142",NA,"compound","make the animals salivate","rare","reesles",0.13,"animals"
150,96735,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",9,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","javs",0.02,"animals&quotechar hair"
150,96735,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",9,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","javs",0.17,"animals&quotechar hair"
150,96735,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",9,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","javs",0.17,"animals&quotechar hair"
150,96735,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",9,"prior","Z142",NA,"compound","make the animals&quotechar hair brown","rare","javs",0.01,"animals&quotechar hair"
151,51832,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",4,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","luzaks",0.13,"animals&quotechar hair"
151,51832,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",4,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","luzaks",0.13,"animals&quotechar hair"
151,51832,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",4,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","luzaks",0.13,"animals&quotechar hair"
151,51832,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",4,"prior","A325",NA,"compound","make the animals&quotechar hair brown","accidental","luzaks",0.13,"animals&quotechar hair"
152,69804,"prior_and_posterior","hair color",0,"makes the animals&quotechar hair brown",5,"speaker","Q681",20,"compound","make the animals&quotechar hair brown","accidental","feps",1,"animals&quotechar hair"
153,180311,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","Z142",NA,"compound","make the animals alert","accidental","reesles",0.15,"animals"
153,180311,"prior_and_posterior","alert",0,"makes the animals alert",2,"prior","Z142",NA,"compound","make the animals alert","accidental","reesles",0.07,"animals"
